step,target_mass_code,lambda,residual_code,derivative_code,iterations,newton_steps,bisection_steps,Y_star_min,Y_star_max,lambda_lower,lambda_upper,accepted_zero_mode_steps
126,4.46608079999958049e+05,-4.93913717474973621e-06,0.00000000000000000e+00,1.04978923920345725e+05,2,2,0,-5.02345459391478144e+00,-4.54772358272209143e+00,-1.49765454060852186e+01,-4.93912515439523261e-06,126
127,4.46608079999958049e+05,-4.88130196672210988e-06,0.00000000000000000e+00,1.05043178877710103e+05,2,2,0,-5.02338100001219789e+00,-4.54709998423779993e+00,-1.49766189999878030e+01,-4.88129022690694706e-06,127
128,4.46608079999958049e+05,-4.82863790834957865e-06,-5.82076609134674072e-11,1.05106966657098776e+05,2,2,0,-5.02332273792129058e+00,-4.54655048546840224e+00,-1.49766772620787094e+01,-4.82862642043629941e-06,128
129,4.46608079999958049e+05,-4.78093160600958749e-06,0.00000000000000000e+00,1.05170291480150277e+05,2,2,0,-5.02328095799069185e+00,-4.54607331911074919e+00,-1.49767190420093073e+01,-4.78092034418395643e-06,129
130,4.46608079999958049e+05,-4.73834036512747741e-06,0.00000000000000000e+00,1.05233157049294896e+05,2,2,0,-5.02325674637024910e+00,-4.54566669073759666e+00,-1.49767432536297509e+01,-4.73832930362523241e-06,130
131,4.46608079999958049e+05,-4.70091648624677886e-06,0.00000000000000000e+00,1.05295566536978440e+05,2,2,0,-5.02325520218862920e+00,-4.54518411024799995e+00,-1.49767447978113708e+01,-4.70090559879995268e-06,131
132,4.46608079999958049e+05,-4.66877160719323628e-06,-1.16415321826934814e-10,1.05357522568521614e+05,2,2,0,-5.02329725324079845e+00,-4.54372303156567625e+00,-1.49767027467592015e+01,-4.66876086703059198e-06,132
133,4.46608079999958049e+05,-4.64239180852559723e-06,0.00000000000000000e+00,1.05419027165749139e+05,2,2,0,-5.02337988745127717e+00,-4.54236498911858444e+00,-1.49766201125487228e+01,-4.64238119058166977e-06,133
134,4.46608079999958049e+05,-4.62131070773482151e-06,5.82076609134674072e-11,1.05480081791135774e+05,2,2,0,-5.02354758208243091e+00,-4.54106177316814374e+00,-1.49764524179175691e+01,-4.62130018588603484e-06,134
135,4.46608079999958049e+05,-4.60577931774592967e-06,0.00000000000000000e+00,1.05540687316977332e+05,2,2,0,-5.02372591516664269e+00,-4.53983310492282754e+00,-1.49762740848333564e+01,-4.60576886646687985e-06,135
136,4.46608079999958049e+05,-4.59606590379815026e-06,-5.82076609134674072e-11,1.05600843993275383e+05,2,2,0,-5.02391340324001234e+00,-4.53870615014419254e+00,-1.49760865967599877e+01,-4.59605549705710077e-06,136
137,4.46608079999958049e+05,-4.59140257953490631e-06,-5.82076609134674072e-11,1.05660551525557210e+05,2,2,0,-5.02410850161688849e+00,-4.53767903902123226e+00,-1.49758914983831115e+01,-4.59139219354869497e-06,137
138,4.46608079999958049e+05,-4.59230431228482545e-06,1.16415321826934814e-10,1.05719809018251864e+05,2,2,0,-5.02430962177704110e+00,-4.53674977492602771e+00,-1.49756903782229589e+01,-4.59229392276017886e-06,138
139,4.46608079999958049e+05,-4.59747841078920924e-06,1.16415321826934814e-10,1.05778615109573380e+05,2,2,0,-5.02451515234331580e+00,-4.53591626120177960e+00,-1.49754848476566842e+01,-4.59746799732544814e-06,139
140,4.46608079999958049e+05,-4.60664236686893872e-06,0.00000000000000000e+00,1.05836968000670196e+05,2,2,0,-5.02472347427142285e+00,-4.53517632510613034e+00,-1.49752765257285780e+01,-4.60663191294873006e-06,140
141,4.46608079999958049e+05,-4.61874258901718433e-06,0.00000000000000000e+00,1.05894865567013621e+05,2,2,0,-5.02493297600293154e+00,-4.53452774876102893e+00,-1.49750670239970685e+01,-4.61873207924911698e-06,141
142,4.46608079999958049e+05,-4.63344805581154133e-06,0.00000000000000000e+00,1.05952305394261261e+05,2,2,0,-5.02519603464759879e+00,-4.53396829761805975e+00,-1.49748039653524003e+01,-4.63343747867410797e-06,142
143,4.46608079999958049e+05,-4.64980420547773489e-06,0.00000000000000000e+00,1.06009284880761566e+05,2,2,0,-5.02555978115356350e+00,-4.53349574890994234e+00,-1.49744402188464356e+01,-4.64979355440874936e-06,143
144,4.46608079999958049e+05,-4.66584383146775165e-06,0.00000000000000000e+00,1.06065801447803489e+05,2,2,0,-5.02591341055556118e+00,-4.53310791840767457e+00,-1.49740865894444397e+01,-4.66583310595104986e-06,144
145,4.46608079999958049e+05,-4.68189978798412373e-06,5.82076609134674072e-11,1.06121852506996656e+05,2,2,0,-5.02625545912082483e+00,-4.53280268130313768e+00,-1.49737445408791743e+01,-4.68188898914862526e-06,145
146,4.46608079999958049e+05,-4.69646445036306485e-06,0.00000000000000000e+00,1.06177435622914549e+05,2,2,0,-5.02658470390642709e+00,-4.53257799473315615e+00,-1.49734152960935738e+01,-4.69645358372037497e-06,146
147,4.46608079999958049e+05,-4.70886872420062269e-06,0.00000000000000000e+00,1.06232548587220343e+05,2,2,0,-5.02690016419329933e+00,-4.53243191083251329e+00,-1.49730998358066998e+01,-4.70885780073184255e-06,147
148,4.46608079999958049e+05,-4.71806849538499124e-06,5.82076609134674072e-11,1.06287189532651479e+05,2,2,0,-5.02720110188708080e+00,-4.53236258809188186e+00,-1.49727988981129201e+01,-4.71805752933906154e-06,148
149,4.46608079999958049e+05,-4.72423296838444768e-06,0.00000000000000000e+00,1.06341356918361693e+05,2,2,0,-5.02749050759666716e+00,-4.53236829608201752e+00,-1.49725094924033328e+01,-4.72422197398762051e-06,149
150,4.46608079999958049e+05,-4.72701578924187217e-06,-1.16415321826934814e-10,1.06395049569797353e+05,2,2,0,-5.02783068814269285e+00,-4.53244741867528322e+00,-1.49721693118573072e+01,-4.72700478179234945e-06,150
151,4.46608079999958049e+05,-4.72537766577762821e-06,0.00000000000000000e+00,1.06448266791976101e+05,2,2,0,-5.02815865229059078e+00,-4.53259845093575819e+00,-1.49718413477094092e+01,-4.72536666601838199e-06,151
152,4.46608079999958049e+05,-4.71950450074913468e-06,0.00000000000000000e+00,1.06501008352330202e+05,2,2,0,-5.02847415806607678e+00,-4.53281999201690144e+00,-1.49715258419339232e+01,-4.71949352829902773e-06,152
153,4.46608079999958049e+05,-4.71031323598785839e-06,0.00000000000000000e+00,1.06553274385406243e+05,2,2,0,-5.02877714907164730e+00,-4.53311073589935276e+00,-1.49712228509283527e+01,-4.71030230606678106e-06,153
154,4.46608079999958049e+05,-4.69696809618276640e-06,5.82076609134674072e-11,1.06605065483547660e+05,2,2,0,-5.02906774121128475e+00,-4.53346946276446960e+00,-1.49709322587887144e+01,-4.69695722835695022e-06,154
155,4.46608079999958049e+05,-4.68024611650613743e-06,-1.16415321826934814e-10,1.06656382615605384e+05,2,2,0,-5.02934619875055233e+00,-4.53389502174951886e+00,-1.49706538012494477e+01,-4.68023532594824134e-06,155
156,4.46608079999958049e+05,-4.66024117497190629e-06,0.00000000000000000e+00,1.06707227117911461e+05,2,2,0,-5.02961291434975877e+00,-4.53438631939264436e+00,-1.49703870856502412e+01,-4.66023047683386401e-06,156
157,4.46608079999958049e+05,-4.63739919263259500e-06,0.00000000000000000e+00,1.06757600647459520e+05,2,2,0,-5.02986838740798703e+00,-4.53494230526100850e+00,-1.49701316125920130e+01,-4.63738859931992233e-06,157
158,4.46608079999958049e+05,-4.61198669421430301e-06,0.00000000000000000e+00,1.06807505153813254e+05,2,2,0,-5.03011319909873578e+00,-4.53556195801681294e+00,-1.49698868009012642e+01,-4.61197621648160871e-06,158
159,4.46608079999958049e+05,-4.58447404447527884e-06,0.00000000000000000e+00,1.06856942829118867e+05,2,2,0,-5.03034798980285025e+00,-4.53624427160673260e+00,-1.49696520101971497e+01,-4.58446369142966467e-06,159
160,4.46608079999958049e+05,-4.55421943919225727e-06,0.00000000000000000e+00,1.06905916176543760e+05,2,2,0,-5.03057343727677342e+00,-4.53698824428603675e+00,-1.49694265627232266e+01,-4.55420922156348850e-06,160
161,4.46608079999958049e+05,-4.52244156438306271e-06,0.00000000000000000e+00,1.06954427880163072e+05,2,2,0,-5.03079023431600003e+00,-4.53779286611444554e+00,-1.49692097656839991e+01,-4.52243148962281007e-06,161
162,4.46608079999958049e+05,-4.48913935495947166e-06,-5.82076609134674072e-11,1.07002480804946710e+05,2,2,0,-5.03099907289091330e+00,-4.53865711214690393e+00,-1.49690009271090858e+01,-4.48912942833544999e-06,162
163,4.46608079999958049e+05,-4.45323341643539280e-06,0.00000000000000000e+00,1.07050078111976109e+05,2,2,0,-5.03120062723534645e+00,-4.53957993355540079e+00,-1.49687993727646536e+01,-4.45322364756035370e-06,163
164,4.46608079999958049e+05,-4.41653817954332641e-06,5.82076609134674072e-11,1.07097223064580408e+05,2,2,0,-5.03139553618393176e+00,-4.54056024799081914e+00,-1.49686044638160674e+01,-4.41652857204097932e-06,164
165,4.46608079999958049e+05,-4.37688977502204175e-06,-1.16415321826934814e-10,1.07143919259722708e+05,2,2,0,-5.03158439596658091e+00,-4.54159694024870841e+00,-1.49684156040334191e+01,-4.37688033848959945e-06,165
166,4.46608079999958049e+05,-4.33557540547381253e-06,0.00000000000000000e+00,1.07190170490469696e+05,2,2,0,-5.03176774383249903e+00,-4.54268885119538002e+00,-1.49682322561675001e+01,-4.33556614678326265e-06,166
167,4.46608079999958049e+05,-4.29216640793415788e-06,-1.16415321826934814e-10,1.07235980792030663e+05,2,2,0,-5.03194605448153087e+00,-4.54383477741059316e+00,-1.49680539455184700e+01,-4.29215733286555076e-06,167
168,4.46608079999958049e+05,-4.24607041271348605e-06,5.82076609134674072e-11,1.07281354505412150e+05,2,2,0,-5.03211973183505368e+00,-4.54503346812829356e+00,-1.49678802681649472e+01,-4.24606153246779395e-06,168
169,4.46608079999958049e+05,-4.19714518391350567e-06,0.00000000000000000e+00,1.07326296292831379e+05,2,2,0,-5.03228910150042186e+00,-4.54628362073269976e+00,-1.49677108984995790e+01,-4.19713650751087732e-06,169
170,4.46608079999958049e+05,-4.14624230528829258e-06,5.82076609134674072e-11,1.07370811046693183e+05,2,2,0,-5.03245440796878896e+00,-4.54758388018394921e+00,-1.49675455920312110e+01,-4.14623383794556748e-06,170
171,4.46608079999958049e+05,-4.09222846507331387e-06,-1.16415321826934814e-10,1.07414904011123319e+05,2,2,0,-5.03261581214786347e+00,-4.54893283986848207e+00,-1.49673841878521365e+01,-4.09222021633890808e-06,171
172,4.46608079999958049e+05,-4.03516317248681329e-06,0.00000000000000000e+00,1.07458580775590264e+05,2,2,0,-5.03277338624610682e+00,-4.55032903873957295e+00,-1.49672266137538941e+01,-4.03515515298373038e-06,172
173,4.46608079999958049e+05,-3.97590128992389297e-06,5.82076609134674072e-11,1.07501847183049453e+05,2,2,0,-5.03292713339803033e+00,-4.55177096294058092e+00,-1.49670728666019706e+01,-3.97589350485070109e-06,173
174,4.46608079999958049e+05,-3.91430503487273722e-06,0.00000000000000000e+00,1.07544709344491901e+05,2,2,0,-5.03313381295769524e+00,-4.55325704939335374e+00,-1.49668661870423048e+01,-3.91429748780111766e-06,174
175,4.46608079999958049e+05,-3.85007984257422580e-06,-5.82076609134674072e-11,1.07587173670091026e+05,2,2,0,-5.03333857868928813e+00,-4.55478568748204449e+00,-1.49666614213107110e+01,-3.85007254086190400e-06,175
176,4.46608079999958049e+05,-3.78462741197199631e-06,0.00000000000000000e+00,1.07629246718168230e+05,2,2,0,-5.03354090829446221e+00,-4.55635522340327892e+00,-1.49664590917055378e+01,-3.78462035756297557e-06,176
177,4.46608079999958049e+05,-3.71730989292773175e-06,0.00000000000000000e+00,1.07670935262980434e+05,2,2,0,-5.03374016538266922e+00,-4.55796396812529636e+00,-1.49662598346173308e+01,-3.71730308614503993e-06,177
178,4.46608079999958049e+05,-3.64903431001835083e-06,0.00000000000000000e+00,1.07712246196435735e+05,2,2,0,-5.03393560941536755e+00,-4.55961020205305712e+00,-1.49660643905846324e+01,-3.64902775172811174e-06,178
179,4.46608079999958049e+05,-3.58071463663671638e-06,0.00000000000000000e+00,1.07753186428946181e+05,2,2,0,-5.03412641323191323e+00,-4.56129218459692165e+00,-1.49658735867680868e+01,-3.58070832176493755e-06,179
180,4.46608079999958049e+05,-3.51206553259352966e-06,0.00000000000000000e+00,1.07793762919206783e+05,2,2,0,-5.03431168053311850e+00,-4.56300816536463660e+00,-1.49656883194668815e+01,-3.51205945769487577e-06,180
181,4.46608079999958049e+05,-3.44398910162961837e-06,0.00000000000000000e+00,1.07833982576148439e+05,2,2,0,-5.03449046244097431e+00,-4.56475639227110364e+00,-1.49655095375590257e+01,-3.44398326002670846e-06,181
182,4.46608079999958049e+05,-3.37743135454111268e-06,0.00000000000000000e+00,1.07873852156198642e+05,2,2,0,-5.03466177916599467e+00,-4.56653512418802610e+00,-1.49653382208340062e+01,-3.37742573578957100e-06,182
183,4.46608079999958049e+05,-3.31191969268561078e-06,0.00000000000000000e+00,1.07913378313277615e+05,2,2,0,-5.03482463760497900e+00,-4.56834264252745470e+00,-1.49651753623950210e+01,-3.31191429013088773e-06,183
184,4.46608079999958049e+05,-3.24872369185713634e-06,0.00000000000000000e+00,1.07952567461221406e+05,2,2,0,-5.03497805088639172e+00,-4.57017725986179801e+00,-1.49650219491136092e+01,-3.24871849400159314e-06,184
185,4.46608079999958049e+05,-3.18793899650259167e-06,0.00000000000000000e+00,1.07991425762809886e+05,2,2,0,-5.03512105962151324e+00,-4.57203733248358191e+00,-1.49648789403784868e+01,-3.18793399132430622e-06,185
186,4.46608079999958049e+05,-3.12917154188245972e-06,-5.82076609134674072e-11,1.08029959171597089e+05,2,2,0,-5.03525275043977238e+00,-4.57392126892866102e+00,-1.49647472495602276e+01,-3.12916671952976079e-06,186
187,4.46608079999958049e+05,-3.07460517591599667e-06,0.00000000000000000e+00,1.08068173195957861e+05,2,2,0,-5.03537227095166084e+00,-4.57582753691566957e+00,-1.49646277290483383e+01,-3.07460052008619910e-06,187
188,4.46608079999958049e+05,-3.02210653841297985e-06,-5.82076609134674072e-11,1.08106073128786084e+05,2,2,0,-5.03547885073500545e+00,-4.57775467524669022e+00,-1.49645211492649945e+01,-3.02210203928355542e-06,188
189,4.46608079999958049e+05,-2.97260820900053676e-06,0.00000000000000000e+00,1.08143663946560875e+05,2,2,0,-5.03557180806370308e+00,-4.57970129234341794e+00,-1.49644281919362960e+01,-2.97260385783733743e-06,189
190,4.46608079999958049e+05,-2.92701860343690333e-06,0.00000000000000000e+00,1.08180950211016912e+05,2,2,0,-5.03565056694827362e+00,-4.58166607370905421e+00,-1.49643494330517264e+01,-2.92701438398351523e-06,190
191,4.46608079999958049e+05,-2.88412018033838965e-06,4.43425960838794708e-07,1.08217936200414842e+05,1,1,0,-5.03572535484789618e+00,-4.58364778508302173e+00,-1.49642746451521038e+01,0.00000000000000000e+00,191
192,4.46608079999958049e+05,-2.84398678837420617e-06,4.31202352046966553e-07,1.08254625901357911e+05,1,1,0,-5.03580002227691192e+00,-4.58564526840265430e+00,-1.49641999777230872e+01,0.00000000000000000e+00,192
193,4.46608079999958049e+05,-2.80708813252205470e-06,4.20259311795234680e-07,1.08291022957722831e+05,1,1,0,-5.03585771217953226e+00,-4.58765744259401398e+00,-1.49641422878204686e+01,0.00000000000000000e+00,193
194,4.46608079999958049e+05,-2.77272090342224704e-06,4.10131178796291351e-07,1.08327130746468320e+05,1,1,0,-5.03589827762997366e+00,-4.58968330160243720e+00,-1.49641017223700263e+01,0.00000000000000000e+00,194
195,4.46608079999958049e+05,-2.74061040479350863e-06,4.00817953050136566e-07,1.08362952406904718e+05,1,1,0,-5.03592171694420987e+00,-4.59172190826875504e+00,-1.49640782830557910e+01,0.00000000000000000e+00,195
196,4.46608079999958049e+05,-2.71123353387787253e-06,3.92436049878597260e-07,1.08398490788723546e+05,1,1,0,-5.03592816588587500e+00,-4.59377238970537682e+00,-1.49640718341141259e+01,0.00000000000000000e+00,196
197,4.46608079999958049e+05,-2.68352433985220631e-06,3.84519807994365692e-07,1.08433748566811817e+05,1,1,0,-5.03591788586382627e+00,-4.59583393296884513e+00,-1.49640821141361737e+01,0.00000000000000000e+00,197
198,4.46608079999958049e+05,-2.65765872725363415e-06,3.77360265702009201e-07,1.08468728221629513e+05,1,1,0,-5.03589124824157608e+00,-4.59790577620537988e+00,-1.49641087517584239e+01,0.00000000000000000e+00,198
199,4.46608079999958049e+05,-2.63350573045537052e-06,3.70549969375133514e-07,1.08503432052743228e+05,1,1,0,-5.03584872056528177e+00,-4.59998720290504703e+00,-1.49641512794347182e+01,0.00000000000000000e+00,199
200,4.46608079999958049e+05,-2.61043854550791101e-06,3.64321749657392502e-07,1.08537862246067147e+05,1,1,0,-5.03579084983442637e+00,-4.60207753493700000e+00,-1.49642091501655727e+01,0.00000000000000000e+00,200
201,4.46608079999958049e+05,-2.58886920286748391e-06,3.58384568244218826e-07,1.08572020828553184e+05,1,1,0,-5.03571824537432988e+00,-4.60417612512160535e+00,-1.49642817546256701e+01,0.00000000000000000e+00,201
202,4.46608079999958049e+05,-2.56846317545564484e-06,3.52854840457439423e-07,1.08605909703877667e+05,1,1,0,-5.03563156342712048e+00,-4.60628235162107202e+00,-1.49643684365728795e+01,0.00000000000000000e+00,202
203,4.46608079999958049e+05,-2.54870798458128399e-06,3.47557943314313889e-07,1.08639530707390019e+05,1,1,0,-5.03553149093341901e+00,-4.60839561112255236e+00,-1.49644685090665810e+01,0.00000000000000000e+00,203
204,4.46608079999958049e+05,-2.52941061739931521e-06,3.42493876814842224e-07,1.08672885626599251e+05,1,1,0,-5.03541872908488042e+00,-4.61051531249710589e+00,-1.49645812709151187e+01,0.00000000000000000e+00,204
205,4.46608079999958049e+05,-2.51124492002824991e-06,3.37546225637197495e-07,1.08705976127657399e+05,1,1,0,-5.03529398368045111e+00,-4.61264087142691537e+00,-1.49647060163195498e+01,0.00000000000000000e+00,205
206,4.46608079999958049e+05,-2.49330821335788916e-06,3.32889612764120102e-07,1.08738803853122459e+05,1,1,0,-5.03515795148955458e+00,-4.61477170790193725e+00,-1.49648420485104445e+01,0.00000000000000000e+00,206
207,4.46608079999958049e+05,-2.47598551456904971e-06,3.28407622873783112e-07,1.08771370380002860e+05,1,1,0,-5.03501131129283497e+00,-4.61690723969096073e+00,-1.49649886887071659e+01,0.00000000000000000e+00,207
208,4.46608079999958049e+05,-2.45861721427551995e-06,3.23867425322532654e-07,1.08803677291386906e+05,1,1,0,-5.03485471760198511e+00,-4.61904688140179154e+00,-1.49651452823980158e+01,0.00000000000000000e+00,208
209,4.46608079999958049e+05,-2.44185016810314399e-06,3.19560058414936066e-07,1.08835726106284987e+05,1,1,0,-5.03468879384599965e+00,-4.62119004009922918e+00,-1.49653112061540003e+01,0.00000000000000000e+00,209
210,4.46608079999958049e+05,-2.42506918826531307e-06,3.15369106829166412e-07,1.08867518346656856e+05,1,1,0,-5.03451413222304911e+00,-4.62333611552988000e+00,-1.49654858677769518e+01,0.00000000000000000e+00,210
211,4.46608079999958049e+05,-2.40860333390104043e-06,3.11178155243396759e-07,1.08899055501953015e+05,1,1,0,-5.03433128908016325e+00,-4.62548449819204244e+00,-1.49656687109198359e+01,0.00000000000000000e+00,211
212,4.46608079999958049e+05,-2.39219029869771703e-06,3.06987203657627106e-07,1.08930339057954610e+05,1,1,0,-5.03414078648611252e+00,-4.62763456978902177e+00,-1.49658592135138875e+01,0.00000000000000000e+00,212
213,4.46608079999958049e+05,-2.37547679893769964e-06,3.02796252071857452e-07,1.08961370535512862e+05,1,1,0,-5.03394311322826038e+00,-4.62978570310404969e+00,-1.49660568867717387e+01,0.00000000000000000e+00,213
214,4.46608079999958049e+05,-2.35951331064029997e-06,2.98779923468828201e-07,1.08992151376706708e+05,1,1,0,-5.03373872516928600e+00,-4.63193726266056327e+00,-1.49662612748307140e+01,0.00000000000000000e+00,214
215,4.46608079999958049e+05,-2.34268197671183916e-06,2.94647179543972015e-07,1.09022683121177892e+05,1,1,0,-5.03352805063861197e+00,-4.63408860889296736e+00,-1.49664719493613880e+01,0.00000000000000000e+00,215
